names,state,posterior,accuracy,rmsq
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 0, 0, 0, 0, 0, 0, 0, 0)",0.009293365328006377,1,0.009293365328006377
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(0, 1, 0, 0, 0, 0, 0, 0, 0)",0.009293365328006377,1,0.009293365328006377
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(0, 0, 0, 0, 0, 0, 0, 0, 0)",0.009293365328006377,1,0.009293365328006377
names,state,posterior,accuracy,rmsq
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 1, 1, 0, 0, 0, 0, 0)",0.009485915329166142,0,0.9905140846708339
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 1, 0, 0, 0, 0, 0, 0)",0.009485915329166142,1,0.009485915329166142
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 0, 1, 1, 1, 1, 1, 1)",0.16927489840026186,0,0.8307251015997381
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 0, 0, 1, 1, 1, 1, 0)",0.009485915329166142,1,0.009485915329166142
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 0, 0, 1, 1, 1, 0, 0)",0.009485915329166142,1,0.009485915329166142
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 0, 0, 1, 1, 0, 0, 0)",0.009485915329166142,1,0.009485915329166142
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 0, 0, 1, 0, 0, 0, 0)",0.009485915329166142,1,0.009485915329166142
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 0, 0, 0, 0, 0, 0, 0)",0.009485915329166142,1,0.009485915329166142
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 0, 0, 0, 0, 0, 0, 0, 0)",0.009485915329166142,1,0.009485915329166142
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(0, 1, 0, 0, 0, 0, 0, 0, 0)",0.009485915329166142,1,0.009485915329166142
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(0, 0, 0, 0, 0, 0, 0, 0, 0)",0.009485915329166142,1,0.009485915329166142
names,state,posterior,accuracy,rmsq
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 1, 1, 0, 0, 0, 0, 0)",0.009227029881415237,0,0.9907729701185848
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 1, 0, 0, 0, 0, 0, 0)",0.009227029881415237,1,0.009227029881415237
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 0, 1, 1, 1, 1, 1, 1)",0.1909160934605578,0,0.8090839065394422
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 0, 0, 1, 1, 1, 1, 0)",0.009227029881415237,1,0.009227029881415237
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 0, 0, 1, 1, 1, 0, 0)",0.009227029881415237,1,0.009227029881415237
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 0, 0, 1, 1, 0, 0, 0)",0.009227029881415237,1,0.009227029881415237
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 0, 0, 1, 0, 0, 0, 0)",0.009227029881415237,1,0.009227029881415237
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 0, 0, 0, 0, 0, 0, 0)",0.009227029881415237,1,0.009227029881415237
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 0, 0, 0, 0, 0, 0, 0, 0)",0.009227029881415237,1,0.009227029881415237
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(0, 1, 0, 0, 0, 0, 0, 0, 0)",0.009227029881415237,1,0.009227029881415237
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(0, 0, 0, 0, 0, 0, 0, 0, 0)",0.009227029881415237,1,0.009227029881415237
names,state,posterior,accuracy,rmsq
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 1, 1, 0, 0, 0, 0, 0)",0.009790511494497795,0,0.9902094885055022
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 1, 0, 0, 0, 0, 0, 0)",0.009790511494497795,1,0.009790511494497795
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 0, 1, 1, 1, 1, 1, 1)",0.03265445501871707,0,0.9673455449812829
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 0, 0, 1, 1, 1, 1, 0)",0.009790511494497795,1,0.009790511494497795
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 0, 0, 1, 1, 1, 0, 0)",0.009790511494497795,1,0.009790511494497795
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 0, 0, 1, 1, 0, 0, 0)",0.009790511494497818,1,0.009790511494497818
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 0, 0, 1, 0, 0, 0, 0)",0.009790511494497818,1,0.009790511494497818
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 0, 0, 0, 0, 0, 0, 0)",0.009790511494497795,1,0.009790511494497795
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 0, 0, 0, 0, 0, 0, 0, 0)",0.009790511494497818,1,0.009790511494497818
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(0, 1, 0, 0, 0, 0, 0, 0, 0)",0.009790511494497795,1,0.009790511494497795
"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(0, 0, 0, 0, 0, 0, 0, 0, 0)",0.009790511494497795,1,0.009790511494497795
names,state,posterior,accuracy,rmsq
0,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 1, 1, 0, 0, 0, 0, 0)",0.002008977237494325,0,0.9979910227625057
0,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 1, 0, 0, 0, 0, 0, 0)",0.002008977237494325,1,0.002008977237494325
0,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 0, 1, 1, 1, 1, 1, 1)",0.9989809599102998,1,0.0010190400897002183
0,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 0, 0, 1, 1, 1, 1, 0)",0.002008977237494325,1,0.002008977237494325
0,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 0, 0, 1, 1, 1, 0, 0)",0.002008977237494325,1,0.002008977237494325
0,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 0, 0, 1, 1, 0, 0, 0)",0.002008977237494325,1,0.002008977237494325
0,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 0, 0, 1, 0, 0, 0, 0)",0.002008977237494325,1,0.002008977237494325
0,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 1, 0, 0, 0, 0, 0, 0, 0)",0.002008977237494325,1,0.002008977237494325
0,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(1, 0, 0, 0, 0, 0, 0, 0, 0)",0.002008977237494325,1,0.002008977237494325
0,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(0, 1, 0, 0, 0, 0, 0, 0, 0)",0.002008977237494325,1,0.002008977237494325
0,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident']","(0, 0, 0, 0, 0, 0, 0, 0, 0)",0.002008977237494325,1,0.002008977237494325
